COURSE CODE;COURSE;DURATION;CUSTOMER;CUSTOMER IMPORT;TEACHER;TEACHER IMPORT;COURSE DATE;COURSE SHIFT;COMMERCIAL;COMMERCIAL IMPORT;CUSTOMER PAYMENT;COUNTRY;CITY;COMMERCIAL PAYMENT
COD-282;DESIGN;10;CUSTOMER-004; 600,00 € ;TEACHER-003; 120,00 € ;24/09/2020;MORNING;COMMERCIAL-004; 72,00 € ;NO;SPAIN;MADRID;YES
COD-283;ACCESS;12;CUSTOMER-003; 480,00 € ;TEACHER-002; 144,00 € ;02/05/2020;AFTERNOON;COMMERCIAL-003; 48,00 € ;YES;ITALY;ROME;YES
COD-284;ACCESS;15;CUSTOMER-006; 600,00 € ;TEACHER-001; 180,00 € ;09/01/2021;AFTERNOON;COMMERCIAL-002; 60,00 € ;NO;FRANCE;MARSELLA;YES
COD-285;ACCESS;25;CUSTOMER-004; 1.000,00 € ;TEACHER-004; 300,00 € ;28/06/2020;AFTERNOON;COMMERCIAL-004; 100,00 € ;YES;SPAIN;MADRID;YES
COD-286;ACCESS;15;CUSTOMER-007; 600,00 € ;TEACHER-005; 180,00 € ;30/09/2020;NIGHT;COMMERCIAL-001; 60,00 € ;YES;SPAIN;MADRID;YES
COD-287;EXCEL;20;CUSTOMER-005; 600,00 € ;TEACHER-002; 240,00 € ;03/12/2019;NIGHT;COMMERCIAL-003; 48,00 € ;YES;FRANCE;MARSELLA;YES
COD-288;EXCEL;20;CUSTOMER-006; 600,00 € ;TEACHER-001; 240,00 € ;20/10/2021;NIGHT;COMMERCIAL-002; 48,00 € ;YES;FRANCE;PARIS;YES
COD-289;EXCEL;30;CUSTOMER-008; 900,00 € ;TEACHER-004; 360,00 € ;14/09/2019;NIGHT;COMMERCIAL-004; 72,00 € ;YES;SPAIN;MADRID;YES
COD-290;WORD;35;CUSTOMER-003; 875,00 € ;TEACHER-005; 420,00 € ;25/05/2021;NIGHT;COMMERCIAL-001; 61,25 € ;YES;ITALY;ROME;YES
COD-291;WORD;40;CUSTOMER-005; 1.000,00 € ;TEACHER-002; 480,00 € ;25/07/2020;AFTERNOON;COMMERCIAL-002; 70,00 € ;YES;FRANCE;PARIS;YES
COD-292;WORD;40;CUSTOMER-006; 1.000,00 € ;TEACHER-001; 480,00 € ;06/07/2020;NIGHT;COMMERCIAL-004; 70,00 € ;YES;FRANCE;PARIS;YES
COD-293;WORD;35;CUSTOMER-004; 875,00 € ;TEACHER-004; 420,00 € ;21/08/2021;NIGHT;COMMERCIAL-001; 61,25 € ;YES;SPAIN;MADRID;YES
COD-294;EXCEL;10;CUSTOMER-007; 300,00 € ;TEACHER-003; 120,00 € ;15/02/2021;NIGHT;COMMERCIAL-003; 24,00 € ;YES;SPAIN;MADRID;YES
COD-295;ACCESS;12;CUSTOMER-007; 480,00 € ;TEACHER-002; 144,00 € ;31/01/2019;AFTERNOON;COMMERCIAL-002; 48,00 € ;YES;SPAIN;MADRID;YES
COD-296;WORD;15;CUSTOMER-006; 375,00 € ;TEACHER-001; 180,00 € ;30/03/2021;AFTERNOON;COMMERCIAL-004; 26,25 € ;YES;FRANCE;PARIS;YES
COD-297;WORD;25;CUSTOMER-005; 625,00 € ;TEACHER-001; 300,00 € ;02/08/2021;AFTERNOON;COMMERCIAL-003; 43,75 € ;YES;FRANCE;PARIS;YES
COD-298;WORD;15;CUSTOMER-008; 375,00 € ;TEACHER-004; 180,00 € ;10/04/2021;AFTERNOON;COMMERCIAL-002; 26,25 € ;YES;SPAIN;MADRID;YES
COD-299;EXCEL;10;CUSTOMER-003; 300,00 € ;TEACHER-005; 120,00 € ;07/06/2021;NIGHT;COMMERCIAL-004; 24,00 € ;NO;ITALY;ROME;YES
COD-300;EXCEL;12;CUSTOMER-005; 360,00 € ;TEACHER-002; 144,00 € ;10/09/2021;NIGHT;COMMERCIAL-001; 28,80 € ;NO;FRANCE;PARIS;YES
COD-301;EXCEL;15;CUSTOMER-003; 450,00 € ;TEACHER-001; 180,00 € ;26/12/2021;NIGHT;COMMERCIAL-002; 36,00 € ;NO;ITALY;ROME;YES
COD-302;INTERNET;25;CUSTOMER-004; 625,00 € ;TEACHER-004; 300,00 € ;05/04/2019;NIGHT;COMMERCIAL-004; 31,25 € ;NO;SPAIN;MADRID;YES
COD-303;WINDOWS;15;CUSTOMER-003; 375,00 € ;TEACHER-003; 180,00 € ;02/06/2019;NIGHT;COMMERCIAL-001; 18,75 € ;YES;ITALY;ROME;NO
COD-304;WINDOWS;20;CUSTOMER-006; 500,00 € ;TEACHER-002; 240,00 € ;16/07/2019;AFTERNOON;COMMERCIAL-003; 25,00 € ;YES;FRANCE;PARIS;YES
COD-305;WINDOWS;20;CUSTOMER-004; 500,00 € ;TEACHER-001; 240,00 € ;19/06/2020;MORNING;COMMERCIAL-002; 25,00 € ;YES;SPAIN;MADRID;YES
COD-306;INTERNET;30;CUSTOMER-007; 750,00 € ;TEACHER-004; 360,00 € ;07/05/2021;AFTERNOON;COMMERCIAL-004; 37,50 € ;YES;SPAIN;VALLADOLID;YES
COD-307;PROGRAMMING;35;CUSTOMER-005; 2.625,00 € ;TEACHER-005; 420,00 € ;03/03/2019;MORNING;COMMERCIAL-001; 393,75 € ;NO;FRANCE;PARIS;YES
COD-308;DESIGN;40;CUSTOMER-006; 2.400,00 € ;TEACHER-002; 480,00 € ;31/08/2019;MORNING;COMMERCIAL-003; 288,00 € ;NO;FRANCE;PARIS;YES
COD-309;DESIGN;40;CUSTOMER-008; 2.400,00 € ;TEACHER-001; 480,00 € ;11/10/2021;MORNING;COMMERCIAL-002; 288,00 € ;YES;SPAIN;VALLADOLID;YES
COD-310;DESIGN;35;CUSTOMER-003; 2.100,00 € ;TEACHER-004; 420,00 € ;21/05/2021;MORNING;COMMERCIAL-004; 252,00 € ;NO;ITALY;ROME;YES
COD-311;ACCESS;45;CUSTOMER-005; 1.800,00 € ;TEACHER-005; 540,00 € ;17/08/2021;AFTERNOON;COMMERCIAL-001; 180,00 € ;NO;FRANCE;PARIS;YES
COD-312;WORD;25;CUSTOMER-006; 625,00 € ;TEACHER-002; 300,00 € ;23/07/2021;AFTERNOON;COMMERCIAL-002; 43,75 € ;YES;FRANCE;PARIS;YES
COD-313;WORD;20;CUSTOMER-004; 500,00 € ;TEACHER-001; 240,00 € ;26/08/2020;MORNING;COMMERCIAL-004; 35,00 € ;NO;SPAIN;VALLADOLID;YES
COD-314;WORD;10;CUSTOMER-007; 250,00 € ;TEACHER-003; 120,00 € ;03/01/2019;AFTERNOON;COMMERCIAL-001; 17,50 € ;YES;SPAIN;VALENCIA;YES
COD-315;EXCEL;12;CUSTOMER-007; 360,00 € ;TEACHER-002; 144,00 € ;01/08/2021;MORNING;COMMERCIAL-003; 28,80 € ;YES;SPAIN;VALENCIA;YES
COD-316;EXCEL;15;CUSTOMER-006; 450,00 € ;TEACHER-001; 180,00 € ;06/01/2019;MORNING;COMMERCIAL-002; 36,00 € ;NO;FRANCE;PARIS;YES
COD-317;EXCEL;20;CUSTOMER-005; 600,00 € ;TEACHER-004; 240,00 € ;03/02/2021;MORNING;COMMERCIAL-004; 48,00 € ;NO;FRANCE;PARIS;YES
COD-318;INTERNET;25;CUSTOMER-008; 625,00 € ;TEACHER-005; 300,00 € ;30/10/2019;MORNING;COMMERCIAL-003; 31,25 € ;YES;SPAIN;VALENCIA;YES
COD-319;WINDOWS;30;CUSTOMER-008; 750,00 € ;TEACHER-002; 360,00 € ;14/04/2020;AFTERNOON;COMMERCIAL-002; 37,50 € ;YES;SPAIN;VALENCIA;YES
COD-320;WINDOWS;40;CUSTOMER-007; 1.000,00 € ;TEACHER-001; 480,00 € ;24/06/2019;AFTERNOON;COMMERCIAL-004; 50,00 € ;YES;SPAIN;VALENCIA;YES
COD-321;WINDOWS;35;CUSTOMER-005; 875,00 € ;TEACHER-004; 420,00 € ;20/09/2020;AFTERNOON;COMMERCIAL-001; 43,75 € ;YES;FRANCE;MARSELLA;NO
COD-322;INTERNET;45;CUSTOMER-003; 1.125,00 € ;TEACHER-003; 540,00 € ;23/01/2020;AFTERNOON;COMMERCIAL-003; 56,25 € ;NO;ITALY;ROME;NO
COD-323;PROGRAMMING;18;CUSTOMER-005; 1.350,00 € ;TEACHER-002; 216,00 € ;11/10/2019;NIGHT;COMMERCIAL-002; 202,50 € ;YES;FRANCE;MARSELLA;YES
COD-324;DESIGN;10;CUSTOMER-004; 600,00 € ;TEACHER-001; 120,00 € ;20/12/2020;NIGHT;COMMERCIAL-004; 72,00 € ;YES;SPAIN;VALENCIA;YES
COD-325;DESIGN;45;CUSTOMER-003; 2.700,00 € ;TEACHER-004; 540,00 € ;03/07/2021;NIGHT;COMMERCIAL-001; 324,00 € ;YES;ITALY;ROME;NO
COD-326;DESIGN;25;CUSTOMER-005; 1.500,00 € ;TEACHER-005; 300,00 € ;07/11/2020;AFTERNOON;COMMERCIAL-002; 180,00 € ;YES;FRANCE;MARSELLA;YES
COD-327;ACCESS;20;CUSTOMER-003; 800,00 € ;TEACHER-002; 240,00 € ;12/04/2020;AFTERNOON;COMMERCIAL-004; 80,00 € ;YES;ITALY;ROME;YES
COD-328;ACCESS;10;CUSTOMER-004; 400,00 € ;TEACHER-001; 120,00 € ;16/02/2020;AFTERNOON;COMMERCIAL-001; 40,00 € ;YES;SPAIN;VALENCIA;NO
COD-329;ACCESS;12;CUSTOMER-003; 480,00 € ;TEACHER-003; 144,00 € ;20/05/2020;AFTERNOON;COMMERCIAL-003; 48,00 € ;YES;ITALY;ROME;NO
COD-330;ACCESS;15;CUSTOMER-006; 600,00 € ;TEACHER-002; 180,00 € ;27/08/2019;NIGHT;COMMERCIAL-002; 60,00 € ;YES;FRANCE;MARSELLA;YES
COD-331;EXCEL;20;CUSTOMER-001; 600,00 € ;TEACHER-001; 240,00 € ;22/01/2019;NIGHT;COMMERCIAL-004; 48,00 € ;YES;SPAIN;VALENCIA;YES
COD-332;EXCEL;25;CUSTOMER-002; 750,00 € ;TEACHER-004; 300,00 € ;02/10/2019;NIGHT;COMMERCIAL-003; 60,00 € ;YES;ITALY;ROME;NO
COD-333;EXCEL;30;CUSTOMER-004; 900,00 € ;TEACHER-005; 360,00 € ;31/03/2020;NIGHT;COMMERCIAL-002; 72,00 € ;YES;SPAIN;VALLADOLID;YES
COD-334;WORD;40;CUSTOMER-003; 1.000,00 € ;TEACHER-002; 480,00 € ;24/04/2019;NIGHT;COMMERCIAL-004; 70,00 € ;YES;ITALY;ROME;YES
COD-335;WORD;35;CUSTOMER-005; 875,00 € ;TEACHER-001; 420,00 € ;27/07/2021;AFTERNOON;COMMERCIAL-001; 61,25 € ;YES;FRANCE;MARSELLA;NO
COD-336;WORD;12;CUSTOMER-003; 300,00 € ;TEACHER-004; 144,00 € ;11/04/2021;MORNING;COMMERCIAL-003; 21,00 € ;NO;ITALY;ROME;YES
COD-337;WORD;15;CUSTOMER-004; 375,00 € ;TEACHER-003; 180,00 € ;11/12/2020;AFTERNOON;COMMERCIAL-002; 26,25 € ;NO;SPAIN;VALLADOLID;YES
COD-338;EXCEL;25;CUSTOMER-003; 750,00 € ;TEACHER-002; 300,00 € ;24/07/2020;MORNING;COMMERCIAL-004; 60,00 € ;NO;ITALY;ROME;YES
COD-339;ACCESS;15;CUSTOMER-006; 600,00 € ;TEACHER-001; 180,00 € ;11/07/2019;MORNING;COMMERCIAL-001; 60,00 € ;NO;FRANCE;MARSELLA;YES
COD-340;WORD;20;CUSTOMER-004; 500,00 € ;TEACHER-004; 240,00 € ;18/05/2020;MORNING;COMMERCIAL-002; 35,00 € ;NO;SPAIN;VALLADOLID;YES
COD-341;WORD;20;CUSTOMER-007; 500,00 € ;TEACHER-005; 240,00 € ;03/10/2021;MORNING;COMMERCIAL-004; 35,00 € ;YES;SPAIN;VALLADOLID;YES
COD-342;WORD;30;CUSTOMER-005; 750,00 € ;TEACHER-002; 360,00 € ;21/08/2019;AFTERNOON;COMMERCIAL-001; 52,50 € ;YES;FRANCE;MARSELLA;YES
COD-343;EXCEL;35;CUSTOMER-006; 1.050,00 € ;TEACHER-001; 420,00 € ;24/03/2020;AFTERNOON;COMMERCIAL-003; 84,00 € ;YES;FRANCE;MARSELLA;YES
COD-344;EXCEL;40;CUSTOMER-001; 1.200,00 € ;TEACHER-004; 480,00 € ;04/05/2020;AFTERNOON;COMMERCIAL-002; 96,00 € ;YES;SPAIN;VALENCIA;YES
COD-345;EXCEL;40;CUSTOMER-002; 1.200,00 € ;TEACHER-005; 480,00 € ;01/02/2020;AFTERNOON;COMMERCIAL-004; 96,00 € ;NO;ITALY;ROME;YES
COD-346;INTERNET;35;CUSTOMER-004; 875,00 € ;TEACHER-002; 420,00 € ;11/10/2019;NIGHT;COMMERCIAL-003; 43,75 € ;NO;SPAIN;VALENCIA;YES
COD-347;WINDOWS;45;CUSTOMER-003; 1.125,00 € ;TEACHER-001; 540,00 € ;10/12/2021;NIGHT;COMMERCIAL-002; 56,25 € ;NO;ITALY;ROME;YES
COD-348;WINDOWS;25;CUSTOMER-005; 625,00 € ;TEACHER-004; 300,00 € ;06/07/2021;NIGHT;COMMERCIAL-004; 31,25 € ;NO;FRANCE;MARSELLA;YES
COD-349;WINDOWS;20;CUSTOMER-003; 500,00 € ;TEACHER-003; 240,00 € ;14/09/2020;AFTERNOON;COMMERCIAL-001; 25,00 € ;NO;ITALY;ROME;YES
COD-350;INTERNET;10;CUSTOMER-004; 250,00 € ;TEACHER-002; 120,00 € ;16/04/2019;AFTERNOON;COMMERCIAL-002; 12,50 € ;YES;SPAIN;VALENCIA;YES
COD-351;PROGRAMMING;12;CUSTOMER-003; 900,00 € ;TEACHER-004; 144,00 € ;16/01/2021;AFTERNOON;COMMERCIAL-004; 135,00 € ;NO;ITALY;ROME;YES
COD-352;DESIGN;15;CUSTOMER-006; 900,00 € ;TEACHER-003; 180,00 € ;02/05/2019;AFTERNOON;COMMERCIAL-001; 108,00 € ;YES;FRANCE;MARSELLA;YES
COD-353;DESIGN;20;CUSTOMER-004; 1.200,00 € ;TEACHER-002; 240,00 € ;15/10/2019;NIGHT;COMMERCIAL-003; 144,00 € ;YES;SPAIN;VALENCIA;NO
COD-354;DESIGN;25;CUSTOMER-007; 1.500,00 € ;TEACHER-001; 300,00 € ;15/06/2019;NIGHT;COMMERCIAL-002; 180,00 € ;YES;SPAIN;VALENCIA;YES
COD-355;ACCESS;30;CUSTOMER-005; 1.200,00 € ;TEACHER-004; 360,00 € ;23/04/2019;NIGHT;COMMERCIAL-004; 120,00 € ;YES;FRANCE;MARSELLA;YES
COD-356;ACCESS;40;CUSTOMER-006; 1.600,00 € ;TEACHER-005; 480,00 € ;05/06/2019;NIGHT;COMMERCIAL-003; 160,00 € ;YES;FRANCE;MARSELLA;NO
COD-357;ACCESS;35;CUSTOMER-008; 1.400,00 € ;TEACHER-002; 420,00 € ;11/12/2019;NIGHT;COMMERCIAL-002; 140,00 € ;YES;SPAIN;VALENCIA;YES
COD-358;ACCESS;45;CUSTOMER-003; 1.800,00 € ;TEACHER-001; 540,00 € ;15/05/2019;AFTERNOON;COMMERCIAL-004; 180,00 € ;YES;ITALY;MILAN;YES
COD-359;EXCEL;18;CUSTOMER-005; 540,00 € ;TEACHER-004; 216,00 € ;05/09/2019;NIGHT;COMMERCIAL-001; 43,20 € ;YES;FRANCE;MARSELLA;NO
COD-360;EXCEL;10;CUSTOMER-006; 300,00 € ;TEACHER-005; 120,00 € ;03/06/2020;NIGHT;COMMERCIAL-003; 24,00 € ;YES;FRANCE;MARSELLA;NO
COD-361;EXCEL;45;CUSTOMER-004; 1.350,00 € ;TEACHER-002; 540,00 € ;13/07/2021;NIGHT;COMMERCIAL-002; 108,00 € ;YES;SPAIN;VALENCIA;YES
COD-362;WORD;25;CUSTOMER-007; 625,00 € ;TEACHER-001; 300,00 € ;01/04/2021;AFTERNOON;COMMERCIAL-004; 43,75 € ;YES;SPAIN;VALENCIA;YES
